42499 111783
16110 16109 25.16261202689019
16110 16112 96.41182794672669
16110 35566 170.2341419402953
16111 15474 32.093928583936965
16111 32877 77.72126899231213
16111 32864 45.50191380486192
16112 32834 25.144245625038792
16112 32875 53.991711705275364
16112 16110 96.41182794672669
16113 18611 15.803762839594299
16113 18610 25.814616672524217
16113 16108 117.37317763124041
16113 32840 148.90768406379976
16114 33043 24.784356540175217
16114 33042 65.21847416195463
16114 16115 176.60767879191346
16114 35371 219.0467831860662
16115 33022 305.5198791824892
16115 20009 281.95318143891313
16115 16114 176.60767879191346
16116 1077 36.535735015419164
16116 1061 462.84870906410237
16116 33778 252.99574161577067
16116 16125 1049.061779817603
16117 16121 81.02941221833606
16117 16118 30.969571813272044
16117 16120 111.07039874783258
16118 16122 80.31020768778355
16118 16119 7.397705752832558
16118 16117 30.969571813272044
16119 16118 7.397705752832558
16120 16121 28.33522094538863
16120 16117 111.07039874783258
16120 16125 128.9470645813654
16121 16122 30.227590584915667
16121 16120 28.33522094538863
16121 16117 81.02941221833606
16121 16124 93.13740532031976
16122 16121 30.227590584915667
16122 16118 80.31020768778355
16122 16123 89.91401530153634
16123 16122 89.91401530153634
16124 16121 93.13740532031976
16125 16116 1049.061779817603
16125 33320 592.9035163838626
16125 16120 128.9470645813654
16126 33319 74.44271870255585
16126 32282 142.5246564021615
16126 16127 44.63527882045267
16127 16130 106.59362433936586
16127 16126 44.63527882045267
16127 32311 125.74568434271937
16128 16136 77.46967665613415
16129 16135 77.50090256787368
16130 16127 106.59362433936586
16130 32315 25.362094489533156
16130 32311 40.40354385493997
16131 36013 111.85575570313118
16131 16132 27.246567617529756
16131 32283 36.76707881022336
16132 16138 38.28786578497635
16132 16133 115.45765466459652
16132 16131 27.246567617529756
16133 16141 33.894645574352964
16133 16134 170.98998889597794
16133 16132 115.45765466459652
16133 32235 194.59419006371343
16134 16135 115.18997899073112
16134 16133 170.98998889597794
16134 16137 23.365782164756567
16134 32235 27.52370858558107
16135 16136 23.382514346826234
16135 16134 115.18997899073112
16135 16129 77.50090256787368
16136 16135 23.382514346826234
16136 16128 77.46967665613415
16136 36012 299.64347680269225
16137 16134 23.365782164756567
16137 16145 84.92853549703068
16137 32186 65.24697658490368
16138 16132 38.28786578497635
16138 32233 8.321333304677735
16138 36014 96.41935319269996
16139 16140 27.473574089884924
16139 16150 97.7965826709617
16139 32233 47.076956509817585
16140 16147 78.56147738417174
16140 16139 27.473574089884924
16140 16141 14.005589976420055
16141 16133 33.894645574352964
16141 16140 14.005589976420055
16141 16142 15.256401343480837
16142 16149 75.53313927720717
16142 16141 15.256401343480837
16142 16143 27.88710987525205
16143 16148 99.1993015675261
16143 16142 27.88710987525205
16143 16144 26.89925778763451
16144 16146 72.41012687107018
16144 16143 26.89925778763451
16144 16145 22.688313038230483
16145 16144 22.688313038230483
16145 32186 132.95798735909636
16145 16137 84.92853549703068
16146 16144 72.41012687107018
16147 16140 78.56147738417174
16148 16143 99.1993015675261
16148 16150 84.9008072720334
16148 32234 121.99557372194361
16149 16142 75.53313927720717
16150 16139 97.79658267096168
16150 32355 71.26803833253898
16150 16148 84.9008072720334
16151 16152 23.835553067710997
16151 35178 64.64989142027729
16151 15588 115.44287157736099
16152 16153 23.097897982045044
16152 16151 23.835553067710997
16152 35179 84.54617352344938
16153 15589 12.080238767512526
16153 16152 23.097897982045044
16153 36009 84.08835939974975
16154 35145 106.98752882229654
16154 1124 42.2159795838678
16154 34853 95.11431336923249
16155 35145 96.73990902846113
16155 35167 70.85977112015077
16155 16157 49.24253973124009
16156 16761 282.9688739235168
16157 16160 22.374781887939747
16157 16155 49.242539731240086
16157 16158 91.64649923197601
16158 16159 24.303499724351248
16158 1124 71.52744546354333
16158 16157 91.64649923197601
16159 16158 24.303499724351248
16159 16162 33.58770752235217
16159 16160 101.748991575559
16160 16157 22.374781887939747
16160 16166 58.32047366306365
16160 16159 101.748991575559
16161 16166 34.07818940126337
16162 16159 33.58770752235217
16162 16755 51.84228619010432
16162 1124 70.28165312598654
16163 16164 68.40500471653661
16164 16163 68.40500471653661
16164 16165 90.39803793398796
16164 35148 240.09178718303636
16164 34949 207.95856005680054
16165 16168 76.09339589189246
16165 16164 90.39803793398796
16165 35142 27.70660615972042
16166 35142 44.54935629162249
16166 16161 34.07818940126337
16166 16160 58.32047366306365
16167 16168 13.645367836048612
16168 16165 76.09339589189246
16168 16167 13.645367836048612
16168 16169 26.307875256516546
16169 16168 26.307875256516546
16169 35141 43.511236656452894
16169 16170 112.951584118905
16170 16171 23.991918007252256
16170 34906 61.476958826084235
16170 16169 112.95158411890499
16171 16170 23.991918007252256
16171 34890 51.09753058711407
16171 34907 123.2655435580286
16172 16759 75.56618599141999
16172 34889 20.4210100689301
16172 34858 26.415040342777296
16173 16174 21.049811775070708
16173 34858 17.53321364825417
16173 16760 32.75796140872539
16174 16173 21.049811775070708
16175 16776 280.1830657639468
16176 9219 24.079306362411437
16176 22270 172.19624876472784
16176 12203 98.14786536466816
16177 36339 18.19450627931951
16177 15976 6.326911987733438
16177 15711 13.590500165533093
16178 36340 10.355145534488194
16179 16187 43.6271962324487
16180 16188 43.800320347019
16181 35439 38.953269409583555
16181 13850 15.82137824988416
16181 13843 140.15233990728566
16182 16183 26.370006507462254
16182 16194 39.02610732278382
16182 15971 85.70259262813268
16182 16184 117.81860905014844
16183 16197 47.4168172221726
16183 16185 49.47954168691915
16183 16182 26.370006507462254
16184 16186 25.015353727019978
16184 15975 40.88770771632284
16184 16182 117.81860905014844
16185 16183 49.47954168691915
16185 36342 26.139799615033777
16185 35437 39.007235845955115
16186 16195 13.325315232288862
16186 16184 25.015353727019978
16186 16187 24.434657833803968
16187 16207 61.64272576473901
16187 16179 43.6271962324487
16187 16186 24.434657833803968
16187 16188 28.158523979073678
16188 16187 28.158523979073678
16188 16189 24.698546188670893
16188 16206 61.14617966459298
16188 16180 43.800320347019
16189 36340 36.01455135190416
16189 16188 24.698546188670893
16189 16190 25.63686853853632
16189 16205 60.713271965957674
16190 36339 41.92318071443365
16190 16189 25.63686853853632
16190 16191 25.96917242875139
16190 16204 60.2584842999816
16191 16190 25.96917242875139
16191 16192 16.36146180604981
16191 16203 59.8020774119649
16192 16191 16.36146180604981
16192 15712 25.78176992416956
16192 36337 43.24212798270054
16193 16209 74.4969135774441
16193 16250 23.223561156740846
16193 16247 22.71862939400856
16194 16195 114.52267342520618
16194 16182 39.02610732278382
16194 16198 8.936470148593259
16195 16201 24.414601464893757
16195 16186 13.325315232288862
16195 16194 114.52267342520618
16196 16197 28.367935415569363
16197 16183 47.4168172221726
16197 16196 28.367935415569363
16197 16198 29.624822084902195
16198 16197 29.624822084902195
16198 16194 8.936470148593259
16198 16200 15.577635256535919
16199 16247 14.684931421066453
16199 16213 65.53846626097453
16199 36342 33.71496372006112
16200 16201 113.5348869854972
16200 16198 15.577635256535919
16200 35413 8.5598344123939
16201 15741 24.336788161398378
16201 16195 24.414601464893757
16201 16200 113.5348869854972
16202 16220 78.86002821703731
16203 16204 25.94157540978793
16203 15740 54.07683837886431
16203 16229 76.8835014155166
16203 16191 59.8020774119649
16204 16205 26.586729408812946
16204 16203 25.94157540978793
16204 16228 76.37193616830059
16204 16190 60.2584842999816
16205 16206 25.0227780731667
16205 16204 26.586729408812946
16205 16227 75.82488568190402
16205 16189 60.713271965957674
16206 16207 27.192791380552652
16206 16205 25.0227780731667
16206 16226 75.32358078546883
16206 16188 61.14617966459298
16207 15741 23.859658695861004
16207 16206 27.192791380552652
16207 16222 74.7617453876759
16207 16187 61.64272576473901
16208 35795 20.26174784300755
16208 16215 39.55284601462074
16208 16217 65.33726012597745
16209 16193 74.4969135774441
16210 16211 62.512792583053006
16210 35413 42.58735389306617
16210 16219 38.166700841618386
16211 16210 62.512792583053006
16212 16235 83.79290365957351
16213 16199 65.53846626097453
16214 35795 38.736502819562844
16215 16208 39.55284601462074
16216 16236 52.36191907955443
16217 15982 13.844564171314495
16217 16218 63.55133687618019
16217 16208 65.33726012597745
16218 16217 63.55133687618019
16219 15982 22.543124890932603
16219 16210 38.166700841618386
16219 16003 167.61076444599982
16220 16202 78.86002821703731
16220 12674 101.73838608309185
16220 35442 69.39885172582495
16221 16222 25.392561916637106
16221 24680 47.094204718185956
16221 15741 74.30674009069979
16222 16242 67.20931113677834
16222 16207 74.7617453876759
16222 16221 25.392561916637106
16222 16226 28.148899885808685
16223 16224 15.637837337547431
16224 24681 44.16375417706362
16224 16223 15.637837337547431
16224 16225 38.693873758901546
16225 16234 38.786289374034524
16225 15982 10.975481333528132
16225 16224 38.693873758901546
16226 16222 28.148899885808685
16226 16227 25.333920627917745
16226 16232 27.017293951044625
16226 16206 75.32358078546883
16227 16205 75.82488568190402
16227 16226 25.333920627917745
16227 16228 26.897823862870624
16228 16204 76.37193616830059
16228 16227 26.897823862870624
16228 16229 25.9496448006
16228 24679 26.506963757820788
16229 16203 76.8835014155166
16229 16228 25.9496448006
16229 16230 102.76282951700506
16230 16229 102.76282951700506
16230 24676 56.209495555199176
16230 15749 10.692341794597137
16231 15749 17.029706603709702
16231 15750 26.338956511984577
16231 24679 142.42905285989863
16232 24679 54.5370234054003
16232 16237 22.521942081775403
16232 16226 27.017293951044625
16233 16234 59.42360219499742
16234 24682 3.6596235878261547
16234 16225 38.786289374034524
16234 16233 59.42360219499742
16235 16212 83.79290365957351
16235 35442 24.530443826850387
16235 16236 35.96402285815417
16236 16216 52.36191907955443
16236 16245 56.32140894756546
16236 16235 35.96402285815417
16237 24678 56.18966383788962
16237 16241 16.86914118681863
16237 16232 22.521942081775403
16238 15750 5.002283706492075
16238 15998 31.13673897836558
16238 24675 42.49654786313458
16239 16244 40.604891381453044
16239 12709 89.86788365704797
16239 16246 104.53406978598166
16240 16246 47.7393510264117
16241 16237 16.86914118681863
16242 16222 67.20931113677834
16243 24681 21.969935360552977
16244 16239 40.604891381453044
16244 9199 48.23907287271315
16244 35445 134.8256377612355
16245 16001 33.894821159827046
16245 16003 41.8015538378953
16245 16236 56.32140894756546
16246 16239 104.53406978598166
16246 35445 39.77108793511503
16246 16240 47.7393510264117
16247 16248 73.60937381133779
16247 16193 22.71862939400856
16247 16199 14.684931421066453
16248 16247 73.60937381133779
16249 16250 72.74460370315133
16250 16249 72.74460370315133
16250 35439 22.641197712731255
16250 16193 23.223561156740846
16250 36341 23.074487360880227
16251 12766 18.15445484419585
16251 12768 4.4644756002317525
16251 22515 79.50725924481105
16252 12768 19.969564113751588
16252 12771 29.46582463336102
16252 16253 65.55369619117516
16253 16252 65.55369619117516
16253 35501 30.885143644910695
16253 22515 19.417014280914437
16254 9204 8.158905184815126
16254 12405 75.08665665745056
16254 16255 47.976413968860456
16255 16256 32.442683872053706
16255 16254 47.976413968860456
16255 35466 68.19496103179107
16256 16257 54.660712259851174
16256 16255 32.442683872053706
16256 35465 63.26965641860956
16257 16256 54.660712259851174
16257 41557 20.225794072636877
16257 41559 18.176271806719456
16258 9206 33.38001537587202
16258 16261 117.88032109601394
16258 35468 49.455379041379935
16259 35464 114.87159752004064
16259 16262 17.738183218581
16259 41560 44.59827229492183
16260 16266 48.70016326431567
16260 35463 49.28957241503679
16260 16268 72.97368656109707
16261 35479 30.040370840191873
16261 16258 117.88032109601393
16261 12444 39.83933017123662
16262 16265 28.035140923107583
16262 16259 17.738183218581
16262 35459 149.2714278473898
16263 16265 107.58222752729479
16264 41558 62.33865632900434
16264 16268 80.29886848367602
16264 35479 81.5390734547385
16265 16262 28.035140923107583
16265 16266 12.144377555898714
16265 16263 107.58222752729479
16266 16265 12.144377555898714
16266 16270 72.56860307184375
16266 16260 48.70016326431567
16267 16282 77.63545250728744
16268 16270 27.52409242085982
16268 16264 80.29886848367602
16268 16260 72.97368656109707
16269 16281 67.45732641342572
16270 16266 72.56860307184375
16270 35481 77.35258143090851
16270 16268 27.52409242085982
16270 35480 48.50766552478262
16271 36361 33.703796656246155
16272 36360 26.37916165924017
16273 36359 27.545525838166746
16274 36358 25.32482557967952
16275 41522 15.980245229098292
16276 16279 7.604779125047682
16276 9001 71.41025658730322
16276 16301 115.95380479043689
16277 16290 43.010579270051494
16277 16278 59.11708679717757
16277 9002 75.76851189820314
16278 16285 13.01000466165057
16278 36361 9.118127803194373
16278 16277 59.11708679717757
16279 16302 102.91271835695746
16279 16280 25.252082757610637
16279 16276 7.604779125047682
16280 16303 104.79697538967892
16280 16279 25.252082757610637
16280 16284 46.73655945228649
16281 16269 67.45732641342572
16281 16282 28.679084641993654
16281 16283 71.69763141432696
16282 16267 77.63545250728744
16282 16284 18.412680997816466
16282 16281 28.679084641993654
16283 35483 11.414321165678972
16283 35481 12.698891995462745
16283 16281 71.69763141432696
16284 16282 18.412680997816466
16284 16304 79.70802649486741
16284 16280 46.73655945228649
16285 41525 17.21327639837261
16285 16278 13.01000466165057
16285 16286 24.23714815039743
16286 36360 21.928038569527537
16286 16285 24.23714815039743
16286 16287 22.526878842646234
16287 36359 22.518329966926782
16287 16286 22.526878842646234
16287 16288 24.69647747127648
16288 36358 23.107845038126175
16288 16287 24.69647747127648
16288 16289 34.00040565727691
16289 16288 34.00040565727691
16289 41526 16.948045649184365
16289 41520 16.503225990294176
16290 16292 22.050160530320408
16290 16277 43.010579270051494
16290 16291 59.57176238577674
16291 16293 21.883561280962468
16291 41525 14.933758770518146
16291 16290 59.57176238577674
16291 16334 106.70167348605796
16292 16307 29.400214039516634
16292 16290 22.050160530320408
16292 16293 59.781086722182486
16292 17091 22.931193836385486
16293 16306 26.264687880943224
16293 16291 21.883561280962468
16293 16292 59.781086722182486
16293 16341 28.091269971856722
16294 16308 31.5595859322287
16294 16340 12.797144509521864
16294 16295 51.324477162852205
16295 16294 51.324477162852205
16295 16309 30.982212042454208
16295 16336 25.328788014217977
16296 16297 22.315422699449137
16296 36353 61.73568453041449
16296 41532 76.31889811704521
16296 41528 24.472319979878836
16297 16296 22.315422699449137
16297 16342 19.5200165691041
16297 41533 75.88983586253586
16298 16342 3.039893700303901
16298 16299 23.43973688852433
16298 41534 76.56078078550208
16299 16298 23.43973688852433
16299 16300 24.99377706947108
16299 41535 76.7877308635148
16299 16347 135.86638139607558
16300 16299 24.99377706947108
16300 16301 20.34100589221937
16300 41536 79.67455977350107
16300 16345 135.98277003965484
16301 16300 20.34100589221937
16301 16302 23.224558386710086
16301 36356 23.40433545293754
16301 16276 115.95380479043689
16302 16301 23.224558386710086
16302 16303 22.110221279287394
16302 16279 102.91271835695746
16303 16302 22.110221279287394
16303 16304 20.428945111821584
16303 16280 104.79697538967892
16304 16303 20.428945111821584
16304 16305 57.73398194523213
16304 16284 79.70802649486741
16305 16304 57.73398194523213
16305 16312 27.206194569001287
16305 35482 25.763919830970856
16306 16310 20.33791893977723
16306 16293 26.264687880943224
16306 16307 60.029005460034725
16307 16311 20.00418893030914
16307 16292 29.400214039516634
16307 16306 60.029005460034725
16308 16343 25.939935220919832
16308 16328 222.40142115691646
16308 16294 31.5595859322287
16309 16343 25.314372707813387
16309 36355 4.170101943288344
16309 16295 30.982212042454208
16310 16314 24.074124427119873
16310 16306 20.33791893977723
16310 16311 60.22799124614937
16311 16313 21.583144972570928
16311 16307 20.00418893030914
16311 16310 60.22799124614937
16312 16305 27.206194569001287
16312 35369 73.85840080210592
16312 36356 106.16999881440026
16313 16315 21.271763195963615
16313 16311 21.583144972570928
16313 16314 60.46545072703494
16314 16316 20.649260073133753
16314 16310 24.074124427119873
16314 16313 60.46545072703494
16315 16317 23.762590358019846
16315 16313 21.271763195963615
16315 16316 60.64795054080256
16316 16318 24.385465694558306
16316 16314 20.649260073133753
16316 16315 60.64795054080256
16317 9003 24.385277693987188
16317 16315 23.762590358019846
16317 16318 60.895083480005276
16317 17111 21.774049043354616
16318 16319 23.773902606102613
16318 16316 24.385465694558306
16318 16317 60.895083480005276
16318 36349 27.564169443782504
16319 16320 21.260879603240223
16319 16318 23.773902606102613
16319 9003 61.11691415494464
16320 16323 26.26468787008587
16320 16319 21.260879603240223
16320 16321 60.981741646881375
16321 16322 22.80763808211583
16321 9003 24.0754038286269
16321 16320 60.981741646881375
16322 16325 22.218230706518785
16322 16321 22.80763808211583
16322 16323 60.856497960538604
16322 17111 89.89946724522305
16323 16324 20.015458634581897
16323 16320 26.26468787008587
16323 16322 60.856497960538604
16324 16326 23.106687665992116
16324 16323 20.015458634581897
16324 16325 60.70187347567953
16325 9004 24.264422455538448
16325 16322 22.218230706518785
16325 16324 60.70187347567953
16326 16327 37.32880877456368
16326 16324 23.106687665992116
16326 9004 60.56811556180384
16327 16326 37.32880877456368
16327 16365 25.05739157355457
16327 41541 79.44267000051326
16328 16797 58.592133118498964
16328 16308 222.40142115691646
16328 16344 19.39893748614966
16328 16368 24.32438741862672
16329 16368 24.519864457401397
16329 16369 31.321676762755132
16329 36355 217.62430564953954
16330 36352 163.35671620809737
16330 16369 30.510562895169524
16330 16370 38.92489548093753
16331 16371 37.32469277354518
16331 16358 9.161663208843715
16331 16370 14.854599986932284
16332 16333 50.34225680923648
16332 36357 7.640649907954307
16332 41537 25.773952744741706
16333 16334 12.719367426489198
16333 41526 4.384616612002805
16333 16332 50.34225680923648
16334 16335 8.791454356468748
16334 16333 12.719367426489198
16334 16291 106.70167348605796
16335 16340 11.873785558583112
16335 16334 8.791454356468748
16335 16336 50.80428129460669
16336 16335 50.80428129460669
16336 16295 25.328788014217977
16336 36357 14.958808701490035
16337 16338 22.321578624588604
16337 16339 18.236619790383
16337 36351 121.50295641857643
16338 16341 20.65653517413324
16338 16337 22.321578624588604
16338 36350 119.85813737648488
16339 16337 18.236619790383
16339 16340 18.109637922570762
16339 16344 266.8164185207899
16340 16339 18.109637922570762
16340 16294 12.797144509521864
16340 16335 11.873785558583112
16341 16293 28.091269971856722
16341 16338 20.65653517413324
16341 36349 119.69126947932035
16342 16297 19.5200165691041
16342 16298 3.039893700303901
16342 16348 135.7606102161666
16343 16308 25.939935220919832
16343 16309 25.314372707813387
16343 16368 222.08658374359584
16344 16367 17.121870911835
16344 16328 19.39893748614966
16344 16339 266.8164185207899
16345 16300 135.98277003965484
16345 35367 20.644391524152176
16345 16347 22.52292338606171
16346 16352 4.905717156617591
16346 16349 17.353041634170747
16346 36367 41.452446690023784
16347 16299 135.86638139607558
16347 16345 22.52292338606171
16347 16348 26.911549987799187
16348 16350 23.41990524673324
16348 16347 26.911549987799187
16348 16342 135.7606102161666
16349 35367 21.836003148874898
16349 16346 17.353041634170747
16349 16350 69.75553791287295
16350 16349 69.75553791287295
16350 16353 21.89654532411448
16350 16348 23.41990524673324
16351 9210 249.67705791644883
16351 16354 231.17740807621445
16351 16796 35.20113560441491
16351 35482 230.81404051503395
16352 16354 4.338616455846043
16352 16346 4.905717156617591
16352 16353 66.58447105567036
16353 16352 66.58447105567036
16353 16356 22.185623430412384
16353 16350 21.89654532411448
16354 16355 25.470624093367856
16354 16352 4.338616455846043
16354 16351 231.17740807621445
16355 16358 46.275073633074825
16355 16354 25.470624093367856
16355 16356 48.10982581195708
16356 16355 48.10982581195708
16356 16370 42.25833688280277
16356 16353 22.185623430412384
16357 16795 33.03103811106487
16357 35713 46.336146754587574
16357 16364 257.14397297053824
16358 16331 9.161663208843715
16358 16355 46.275073633074825
16358 16359 24.563560425719164
16359 16372 37.16186086965015
16359 16360 23.429922044605156
16359 16358 24.563560425719164
16360 36366 38.140015133513934
16360 16359 23.429922044605156
16360 16361 43.81002183952098
16361 16362 23.439690183967897
16361 16382 84.05366102997287
16361 16360 43.81002183952098
16362 16383 83.60863951176663
16362 16363 28.317093139282075
16362 16361 23.439690183967897
16363 35380 22.217894920450927
16363 16362 28.317093139282075
16363 16384 83.07385222340584
16364 35383 101.96589177508227
16364 16796 31.63045886467662
16364 35499 43.81000814785544
16364 16357 257.14397297053824
16365 16327 25.05739157355457
16365 16366 23.113129422760686
16365 36349 145.69420312875812
16366 16365 23.113129422760686
16366 16367 20.95279931258164
16366 36350 146.90095669822844
16367 16366 20.95279931258164
16367 16344 17.121870911835
16367 36351 145.3765473924758
16368 16328 24.32438741862672
16368 16329 24.519864457401397
16368 16343 222.08658374359584
16369 16329 31.321676762755132
16369 16330 30.510562895169524
16369 36354 218.02675606379324
16370 16330 38.92489548093753
16370 16331 14.854599986932284
16370 16356 42.25833688280277
16371 35374 17.264008565761053
16371 16331 37.32469277354518
16371 16372 53.1901787133597
16372 16371 53.1901787133597
16372 16374 24.696754870091304
16372 16359 37.16186086965015
16373 16375 31.961737911707473
16373 35374 12.603960255875137
16373 16374 71.5613812660241
16374 16373 71.5613812660241
16374 16379 23.484694487488838
16374 16372 24.696754870091304
16375 16373 31.961737911707473
16375 16376 24.9789623042647
16375 16385 78.25760978172566
16376 16375 24.9789623042647
16376 16377 22.193743329540563
16376 16386 63.17119374837147
16377 16376 22.193743329540563
16377 16378 24.715100164642106
16377 16388 63.51463182308296
16378 16377 24.715100164642106
16378 16379 19.271714449618884
16378 16389 63.88238963610099
16379 16378 19.271714449618884
16379 16380 22.54555943108171
16379 16374 23.484694487488838
16379 41556 49.34074288044257
16380 16379 22.54555943108171
16380 16381 23.44465312180152
16380 36366 46.74781164803744
16380 41554 50.68296035968164
16381 16380 23.44465312180152
16381 16382 21.226248681402854
16381 16391 64.85066938310072
16381 36366 68.62922640927022
16382 16381 21.226248681402854
16382 16383 23.43488038554356
16382 16400 123.41542342569436
16382 16361 84.05366102997287
16383 16382 23.43488038554356
16383 16384 27.86189952332179
16383 16362 83.60863951176663
16383 16678 110.90146870855267
16384 16383 27.86189952332179
16384 16363 83.07385222340584
16384 35377 89.26062755798623
16385 16799 17.809869210297443
16385 16386 71.39765536505355
16385 16375 78.25760978172566
16386 16376 63.17119374837147
16386 16387 5.209566240259463
16386 16385 71.39765536505355
16387 16393 21.594432222334316
16387 16388 18.23782819662892
16387 16386 5.209566240259463
16388 16377 63.51463182308296
16388 16389 24.3955640891165
16388 16387 18.23782819662892
16389 16403 60.46112944609667
16389 16378 63.88238963610099
16389 16390 22.166981817907782
16389 16388 24.3955640891165
16390 16402 59.82337729977422
16390 36365 20.33920419373609
16390 16389 22.166981817907782
16391 16399 58.57907737153225
16391 16381 64.85066938310072
16391 36365 22.616639985011382
16392 16394 23.789762649882437
16392 16799 9.647634025587626
16392 16393 93.83066597507943
16393 16392 93.83066597507943
16393 16395 19.224371674958043
16393 16387 21.594432222334316
16394 36172 6.334300210636503
16394 16392 23.789762649882437
16394 16395 108.7742398580289
16395 16394 108.7742398580289
16395 16405 20.893638495010745
16395 16393 19.224371674958043
16396 16397 36.90139993590234
16396 41552 75.04096766092258
16396 16408 23.80768671385962
16397 16398 79.36524409290327
16397 16396 36.90139993590234
16397 16683 23.979467527508973
16397 35387 22.989353893291856
16398 41551 52.38744451425781
16398 16397 79.36524409290327
16398 16407 20.426536880053416
16398 35388 23.12857741483748
16399 41555 22.557240599812534
16399 16400 22.115326460049335
16399 16391 58.57907737153225
16400 16399 22.115326460049335
16400 16404 25.21915141744605
16400 16382 123.41542342569436
16401 16404 31.69639344630129
16401 35376 68.8466102826784
16401 16681 17.821345223366766
16402 16403 21.02263533881269
16402 41555 19.752166600689424
16402 16390 59.82337729977422
16403 16405 41.996559274866186
16403 16402 21.02263533881269
16403 16389 60.46112944609667
16404 16400 25.21915141744605
16404 16401 31.69639344630129
16404 16678 13.414004315402575
16405 16406 126.22283148604582
16405 16403 41.996559274866186
16405 16395 20.893638495010745
16406 16680 15.394215214693324
16406 36172 21.527732911417562
16406 16405 126.22283148604582
16407 16683 78.89065459579248
16407 16687 22.59133210992186
16407 16398 20.426536880053416
16408 35389 71.56719773907204
16408 16683 38.14336710234374
16408 16685 19.29956319250098
16408 16396 23.80768671385962
16409 16684 36.324878288041916
16409 16412 14.890573886119883
16409 36171 9.757166566506813
16410 16682 26.809697570391638
16410 16801 24.551683813336748
16410 16413 177.7217712530771
16411 16412 74.2133202691411
16411 36169 16.631701680551405
16411 36170 20.358759863179962
16412 16411 74.2133202691411
16412 16409 14.890573886119883
16412 36169 92.8778361829697
16413 16414 39.23617445683015
16413 36167 26.630080774367386
16413 16685 24.407491120928704
16413 16410 177.7217712530771
16414 38641 25.912265917295038
16414 16686 25.269106457322493
16414 16413 39.23617445683015
16414 16415 80.58415858461133
16415 16687 24.99437091151898
16415 16414 80.58415858461133
16415 36169 49.804627933057134
16416 40642 28.70390937028291
16416 23832 11.671553717023345
16416 16425 23.031355857477863
16417 18893 147.64751806625387
16417 16427 36.10882842481345
16417 18897 46.450680169401934
16418 16419 40.780535185057815
16418 16430 36.47274373794696
16418 18897 74.31067498559976
16419 16418 40.780535185057815
16419 16439 38.42153601590078
16419 16420 89.11635832610938
16420 16421 39.635522423633745
16420 16437 40.541728707193386
16420 16419 89.11635832610936
16421 16420 39.635522423633745
16421 16436 40.67765274804614
16421 16422 94.58171221075884
16422 16423 35.91841542861681
16422 16435 38.07988952660473
16422 16421 94.58171221075884
16423 16422 35.91841542861681
16423 16434 36.79533299898329
16423 16424 101.65258919869095
16424 16426 15.480289184463484
16424 16423 101.65258919869095
16424 40638 18.43256371154257
16425 16429 21.25354977030143
16425 16426 88.62424503128935
16425 16416 23.031355857477863
16426 16424 15.480289184463484
16426 16432 21.516587732571512
16426 16425 88.62424503128935
16427 16417 36.10882842481345
16427 16472 91.87119262872886
16427 16428 45.762374107051905
16428 16455 46.81622454735104
16428 16430 75.79781277769591
16428 16427 45.762374107051905
16429 23836 22.26465247239252
16429 16431 62.223650784698364
16429 16425 21.25354977030143
16430 16428 75.79781277769591
16430 16418 36.47274373794696
16430 16454 45.2386326354459
16431 16448 25.602166433813483
16431 16429 62.223650784698364
16431 16432 26.466278034045963
16432 16467 88.416307204698
16432 16426 21.516587732571512
16432 16431 26.466278034045963
16432 16433 56.370599468193674
16433 16468 89.11213184657701
16433 16434 46.98477148674223
16433 16432 56.370599468193674
16434 16460 45.08690068174608
16434 16433 46.98477148674223
16434 16423 36.79533299898329
16435 16459 43.11033507045438
16435 16422 38.07988952660473
16435 16436 93.8467012367736
16436 16458 41.65750100871306
16436 16435 93.8467012367736
16436 16421 40.67765274804614
16437 40630 22.653805268572107
16437 16457 41.9276752445559
16437 16420 40.541728707193386
16438 40630 44.025750499443056
16438 16439 22.987637751937896
16438 16452 41.609425901446706
16439 16438 22.987637751937896
16439 16419 38.42153601590078
16439 16453 42.57741747775341
16440 40635 22.317325937788247
16440 23829 59.891210600248904
16440 23828 209.45250943149915
16441 16449 89.70781634091425
16441 16463 72.72740299815355
16442 16443 23.95718856755668
16442 23812 78.58375944119403
16442 23811 23.056357651353288
16443 16474 78.44191549032578
16443 16442 23.95718856755668
16443 16444 22.05072913946641
16444 16475 78.4776735281919
16444 16443 22.05072913946641
16444 16445 22.050585625381075
16445 16476 78.5113379371157
16445 16444 22.050585625381075
16445 16446 24.94770091610056
16446 16477 78.52287319896635
16446 16445 24.94770091610056
16446 16447 23.352357644436413
16447 16478 78.54503322751275
16447 16446 23.352357644436413
16447 16448 20.621739380344522
16448 16431 25.602166433813483
16448 16479 78.57641527766006
16448 16447 20.621739380344522
16449 16462 57.999032532560705
16449 16441 89.70781634091425
16449 16450 3.9227907141866063
16450 16449 3.9227907141866063
16450 16451 60.05615320553713
16450 18419 83.81103492312498
16451 16450 60.05615320553713
16451 16482 104.22173034886393
16451 16461 71.83948199402343
16452 16438 41.609425901446706
16452 16465 45.656878631109855
16452 16453 22.57956674889946
16453 16439 42.57741747775341
16453 16452 22.57956674889946
16453 16454 40.1185300493389
16454 16430 45.2386326354459
16454 16453 40.1185300493389
16454 16455 75.9011625470569
16455 16428 46.81622454735104
16455 16470 44.50318218849116
16455 16454 75.9011625470569
16456 16457 22.704483708304068
16456 16464 43.3112911312469
